category,language,text
RAINFALL,te,ఎడతెరిపి లేకుండా వర్షం పడి రోడ్లు తడిశాయి
RAINFALL,te,ఎడతెరిపి లేకుండా వర్షం పడి రోడ్లు తడిశాయి
RAINFALL,te,ఎడతెరిపి లేకుండా వర్షం పడి రోడ్లు తడిశాయి
RAINFALL,te,హైదరాబాద్ లో తేలికపాటి వర్షం కురుస్తోంది
RAINFALL,te,హైదరాబాద్ లో తేలికపాటి వర్షం కురుస్తోంది
RAINFALL,te,ఎడతెరిపి లేకుండా వర్షం పడి రోడ్లు తడిశాయి
HEAVY_RAINFALL,te,కురిసిన భారీ వర్షంతో నగరం అతలాకుతలమైంది
HEAVY_RAINFALL,te,కురిసిన భారీ వర్షంతో నగరం అతలాకుతలమైంది
HEAVY_RAINFALL,te,విజయవాడ లో భారీ వర్షం కురిసింది
HEAVY_RAINFALL,te,కురిసిన భారీ వర్షంతో నగరం అతలాకుతలమైంది
HEAVY_RAINFALL,te,విజయవాడ లో భారీ వర్షం కురిసింది
HEAVY_RAINFALL,te,హైదరాబాద్ లో భారీ వర్షం కురిసింది
HEAVY_RAINFALL,te,విశాఖపట్నం లో భారీ వర్షం కురిసింది
HEAVY_RAINFALL,te,వరంగల్ లో భారీ వర్షం కురిసింది
HEAVY_RAINFALL,te,విజయవాడ లో భారీ వర్షం కురిసింది
HEAVY_RAINFALL,te,కురిసిన భారీ వర్షంతో నగరం అతలాకుతలమైంది
HEAVY_RAINFALL,te,హైదరాబాద్ లో భారీ వర్షం కురిసింది
HEAVY_RAINFALL,te,విజయవాడ లో భారీ వర్షం కురిసింది
FLOOD,te,వరద నీరు నిరంతరం పెరుగుతోంది
FLOOD,te,వరద నీరు నిరంతరం పెరుగుతోంది
FLOOD,te,విశాఖపట్నం లో పల్ల ప్రాంతాల్లో వరదలు
FLOOD,te,వరద నీరు నిరంతరం పెరుగుతోంది
FLOOD,te,వరద నీరు నిరంతరం పెరుగుతోంది
FLOOD,te,వరద నీరు నిరంతరం పెరుగుతోంది
FLOOD,te,విశాఖపట్నం లో పల్ల ప్రాంతాల్లో వరదలు
FLOOD,te,వరద నీరు నిరంతరం పెరుగుతోంది
FLOOD,te,విశాఖపట్నం లో పల్ల ప్రాంతాల్లో వరదలు
FLOOD,te,వరద నీరు నిరంతరం పెరుగుతోంది
FLOOD,te,విజయవాడ లో పల్ల ప్రాంతాల్లో వరదలు
FLOOD,te,విజయవాడ లో పల్ల ప్రాంతాల్లో వరదలు
FLASH_FLOOD,te,భారీ వర్షం తర్వాత ఆకస్మిక వరదలు వచ్చాయి
FLASH_FLOOD,te,భారీ వర్షం తర్వాత ఆకస్మిక వరదలు వచ్చాయి
FLASH_FLOOD,te,భారీ వర్షం తర్వాత ఆకస్మిక వరదలు వచ్చాయి
FLASH_FLOOD,te,భారీ వర్షం తర్వాత ఆకస్మిక వరదలు వచ్చాయి
FLASH_FLOOD,te,విశాఖపట్నం లో ఆకస్మిక వరదలు విధ్వంసం
FLASH_FLOOD,te,విజయవాడ లో ఆకస్మిక వరదలు విధ్వంసం
FLASH_FLOOD,te,హైదరాబాద్ లో ఆకస్మిక వరదలు విధ్వంసం
FLASH_FLOOD,te,హైదరాబాద్ లో ఆకస్మిక వరదలు విధ్వంసం
FLASH_FLOOD,te,భారీ వర్షం తర్వాత ఆకస్మిక వరదలు వచ్చాయి
FLASH_FLOOD,te,భారీ వర్షం తర్వాత ఆకస్మిక వరదలు వచ్చాయి
FLASH_FLOOD,te,భారీ వర్షం తర్వాత ఆకస్మిక వరదలు వచ్చాయి
FLASH_FLOOD,te,భారీ వర్షం తర్వాత ఆకస్మిక వరదలు వచ్చాయి
THUNDERSTORM,te,వరంగల్ లో ఉరుముతో కూడిన తుఫాను
THUNDERSTORM,te,ఉరుములు మెరుపులతో వర్షం కురిసింది
THUNDERSTORM,te,హైదరాబాద్ లో ఉరుముతో కూడిన తుఫాను
THUNDERSTORM,te,వరంగల్ లో ఉరుముతో కూడిన తుఫాను
THUNDERSTORM,te,ఉరుములు మెరుపులతో వర్షం కురిసింది
THUNDERSTORM,te,ఉరుములు మెరుపులతో వర్షం కురిసింది
THUNDERSTORM,te,ఉరుములు మెరుపులతో వర్షం కురిసింది
THUNDERSTORM,te,ఉరుములు మెరుపులతో వర్షం కురిసింది
THUNDERSTORM,te,ఉరుములు మెరుపులతో వర్షం కురిసింది
THUNDERSTORM,te,విజయవాడ లో ఉరుముతో కూడిన తుఫాను
THUNDERSTORM,te,విజయవాడ లో ఉరుముతో కూడిన తుఫాను
THUNDERSTORM,te,వరంగల్ లో ఉరుముతో కూడిన తుఫాను
LIGHTNING,te,విజయవాడ లో మెరుపు దాడి సంఘటనలు
LIGHTNING,te,ఆకాశంలో మెరుపులు మెరిశాయి
LIGHTNING,te,హైదరాబాద్ లో మెరుపు దాడి సంఘటనలు
LIGHTNING,te,విజయవాడ లో మెరుపు దాడి సంఘటనలు
LIGHTNING,te,ఆకాశంలో మెరుపులు మెరిశాయి
LIGHTNING,te,విశాఖపట్నం లో మెరుపు దాడి సంఘటనలు
LIGHTNING,te,ఆకాశంలో మెరుపులు మెరిశాయి
LIGHTNING,te,విశాఖపట్నం లో మెరుపు దాడి సంఘటనలు
LIGHTNING,te,ఆకాశంలో మెరుపులు మెరిశాయి
LIGHTNING,te,ఆకాశంలో మెరుపులు మెరిశాయి
LIGHTNING,te,ఆకాశంలో మెరుపులు మెరిశాయి
LIGHTNING,te,వరంగల్ లో మెరుపు దాడి సంఘటనలు
CYCLONE,te,తుఫాను హెచ్చరిక జారీ చేశారు
CYCLONE,te,తుఫాను విజయవాడ తీరం వైపు దూసుకుపోతోంది
CYCLONE,te,తుఫాను హైదరాబాద్ తీరం వైపు దూసుకుపోతోంది
CYCLONE,te,తుఫాను హెచ్చరిక జారీ చేశారు
CYCLONE,te,తుఫాను హెచ్చరిక జారీ చేశారు
CYCLONE,te,తుఫాను హైదరాబాద్ తీరం వైపు దూసుకుపోతోంది
CYCLONE,te,తుఫాను హెచ్చరిక జారీ చేశారు
CYCLONE,te,తుఫాను హెచ్చరిక జారీ చేశారు
CYCLONE,te,తుఫాను హెచ్చరిక జారీ చేశారు
CYCLONE,te,తుఫాను వరంగల్ తీరం వైపు దూసుకుపోతోంది
CYCLONE,te,తుఫాను విశాఖపట్నం తీరం వైపు దూసుకుపోతోంది
CYCLONE,te,తుఫాను హెచ్చరిక జారీ చేశారు
HEATWAVE,te,వరంగల్ లో వేడి గాలులు వీస్తున్నాయి
HEATWAVE,te,తీవ్ర ఉక్కతో ప్రజలు ఇబ్బందుల్లో
HEATWAVE,te,విశాఖపట్నం లో వేడి గాలులు వీస్తున్నాయి
HEATWAVE,te,వరంగల్ లో వేడి గాలులు వీస్తున్నాయి
HEATWAVE,te,తీవ్ర ఉక్కతో ప్రజలు ఇబ్బందుల్లో
HEATWAVE,te,తీవ్ర ఉక్కతో ప్రజలు ఇబ్బందుల్లో
HEATWAVE,te,వరంగల్ లో వేడి గాలులు వీస్తున్నాయి
HEATWAVE,te,హైదరాబాద్ లో వేడి గాలులు వీస్తున్నాయి
HEATWAVE,te,విశాఖపట్నం లో వేడి గాలులు వీస్తున్నాయి
HEATWAVE,te,తీవ్ర ఉక్కతో ప్రజలు ఇబ్బందుల్లో
HEATWAVE,te,తీవ్ర ఉక్కతో ప్రజలు ఇబ్బందుల్లో
HEATWAVE,te,విజయవాడ లో వేడి గాలులు వీస్తున్నాయి
COLD_WAVE,te,తీవ్రమైన చలితో పాఠశాలలు మూసివేశారు
COLD_WAVE,te,తీవ్రమైన చలితో పాఠశాలలు మూసివేశారు
COLD_WAVE,te,తీవ్రమైన చలితో పాఠశాలలు మూసివేశారు
COLD_WAVE,te,తీవ్రమైన చలితో పాఠశాలలు మూసివేశారు
COLD_WAVE,te,విజయవాడ లో చలి గాలులు వీస్తున్నాయి
COLD_WAVE,te,తీవ్రమైన చలితో పాఠశాలలు మూసివేశారు
COLD_WAVE,te,తీవ్రమైన చలితో పాఠశాలలు మూసివేశారు
COLD_WAVE,te,వరంగల్ లో చలి గాలులు వీస్తున్నాయి
COLD_WAVE,te,తీవ్రమైన చలితో పాఠశాలలు మూసివేశారు
COLD_WAVE,te,వరంగల్ లో చలి గాలులు వీస్తున్నాయి
COLD_WAVE,te,వరంగల్ లో చలి గాలులు వీస్తున్నాయి
COLD_WAVE,te,విశాఖపట్నం లో చలి గాలులు వీస్తున్నాయి
FOG,te,హైదరాబాద్ లో ఉదయం పొగమంచు
FOG,te,హైదరాబాద్ లో ఉదయం పొగమంచు
FOG,te,పొగమంచు వల్ల రహదారి దృశ్యం తగ్గింది
FOG,te,పొగమంచు వల్ల రహదారి దృశ్యం తగ్గింది
FOG,te,పొగమంచు వల్ల రహదారి దృశ్యం తగ్గింది
FOG,te,పొగమంచు వల్ల రహదారి దృశ్యం తగ్గింది
FOG,te,విశాఖపట్నం లో ఉదయం పొగమంచు
FOG,te,విజయవాడ లో ఉదయం పొగమంచు
FOG,te,పొగమంచు వల్ల రహదారి దృశ్యం తగ్గింది
FOG,te,పొగమంచు వల్ల రహదారి దృశ్యం తగ్గింది
FOG,te,పొగమంచు వల్ల రహదారి దృశ్యం తగ్గింది
FOG,te,పొగమంచు వల్ల రహదారి దృశ్యం తగ్గింది
DENSE_FOG,te,దట్టమైన పొగమంచుతో విమానాలు రద్దు
DENSE_FOG,te,"విజయవాడ లో దట్టమైన పొగమంచు, దృశ్యం దాదాపు లేదు"
DENSE_FOG,te,దట్టమైన పొగమంచుతో విమానాలు రద్దు
DENSE_FOG,te,దట్టమైన పొగమంచుతో విమానాలు రద్దు
DENSE_FOG,te,"వరంగల్ లో దట్టమైన పొగమంచు, దృశ్యం దాదాపు లేదు"
DENSE_FOG,te,దట్టమైన పొగమంచుతో విమానాలు రద్దు
DENSE_FOG,te,దట్టమైన పొగమంచుతో విమానాలు రద్దు
DENSE_FOG,te,దట్టమైన పొగమంచుతో విమానాలు రద్దు
DENSE_FOG,te,దట్టమైన పొగమంచుతో విమానాలు రద్దు
DENSE_FOG,te,దట్టమైన పొగమంచుతో విమానాలు రద్దు
DENSE_FOG,te,దట్టమైన పొగమంచుతో విమానాలు రద్దు
DENSE_FOG,te,దట్టమైన పొగమంచుతో విమానాలు రద్దు
DUST_STORM,te,ధూళి వల్ల దృశ్యం తగ్గింది
DUST_STORM,te,ధూళి వల్ల దృశ్యం తగ్గింది
DUST_STORM,te,విశాఖపట్నం లో ఇసుక తుఫాను వీచింది
DUST_STORM,te,ధూళి వల్ల దృశ్యం తగ్గింది
DUST_STORM,te,హైదరాబాద్ లో ఇసుక తుఫాను వీచింది
DUST_STORM,te,విశాఖపట్నం లో ఇసుక తుఫాను వీచింది
DUST_STORM,te,విశాఖపట్నం లో ఇసుక తుఫాను వీచింది
DUST_STORM,te,హైదరాబాద్ లో ఇసుక తుఫాను వీచింది
DUST_STORM,te,వరంగల్ లో ఇసుక తుఫాను వీచింది
DUST_STORM,te,ధూళి వల్ల దృశ్యం తగ్గింది
DUST_STORM,te,విశాఖపట్నం లో ఇసుక తుఫాను వీచింది
DUST_STORM,te,విశాఖపట్నం లో ఇసుక తుఫాను వీచింది
STRONG_WIND,te,బలమైన ఈదురు గాలులతో చెట్లు కూలాయి
STRONG_WIND,te,బలమైన ఈదురు గాలులతో చెట్లు కూలాయి
STRONG_WIND,te,బలమైన ఈదురు గాలులతో చెట్లు కూలాయి
STRONG_WIND,te,బలమైన ఈదురు గాలులతో చెట్లు కూలాయి
STRONG_WIND,te,విశాఖపట్నం లో గాలివాన వీస్తోంది
STRONG_WIND,te,విశాఖపట్నం లో గాలివాన వీస్తోంది
STRONG_WIND,te,బలమైన ఈదురు గాలులతో చెట్లు కూలాయి
STRONG_WIND,te,వరంగల్ లో గాలివాన వీస్తోంది
STRONG_WIND,te,బలమైన ఈదురు గాలులతో చెట్లు కూలాయి
STRONG_WIND,te,బలమైన ఈదురు గాలులతో చెట్లు కూలాయి
STRONG_WIND,te,విజయవాడ లో గాలివాన వీస్తోంది
STRONG_WIND,te,విజయవాడ లో గాలివాన వీస్తోంది
HAILSTORM,te,వడగళ్ళ వానతో ఇళ్లు దెబ్బతిన్నాయి
HAILSTORM,te,వడగళ్ళ వానతో ఇళ్లు దెబ్బతిన్నాయి
HAILSTORM,te,వడగళ్ళ వానతో ఇళ్లు దెబ్బతిన్నాయి
HAILSTORM,te,హైదరాబాద్ లో వడగళ్ళ వానతో పంటలు దెబ్బతిన్నాయి
HAILSTORM,te,వడగళ్ళ వానతో ఇళ్లు దెబ్బతిన్నాయి
HAILSTORM,te,వడగళ్ళ వానతో ఇళ్లు దెబ్బతిన్నాయి
HAILSTORM,te,హైదరాబాద్ లో వడగళ్ళ వానతో పంటలు దెబ్బతిన్నాయి
HAILSTORM,te,వడగళ్ళ వానతో ఇళ్లు దెబ్బతిన్నాయి
HAILSTORM,te,విశాఖపట్నం లో వడగళ్ళ వానతో పంటలు దెబ్బతిన్నాయి
HAILSTORM,te,వడగళ్ళ వానతో ఇళ్లు దెబ్బతిన్నాయి
HAILSTORM,te,వడగళ్ళ వానతో ఇళ్లు దెబ్బతిన్నాయి
HAILSTORM,te,వడగళ్ళ వానతో ఇళ్లు దెబ్బతిన్నాయి
SNOWFALL,te,విశాఖపట్నం లో కొండ ప్రాంతాల్లో మంచు కురుస్తోంది
SNOWFALL,te,కొండల్లో మంచు కురిసింది
SNOWFALL,te,హైదరాబాద్ లో కొండ ప్రాంతాల్లో మంచు కురుస్తోంది
SNOWFALL,te,కొండల్లో మంచు కురిసింది
SNOWFALL,te,వరంగల్ లో కొండ ప్రాంతాల్లో మంచు కురుస్తోంది
SNOWFALL,te,కొండల్లో మంచు కురిసింది
SNOWFALL,te,కొండల్లో మంచు కురిసింది
SNOWFALL,te,కొండల్లో మంచు కురిసింది
SNOWFALL,te,హైదరాబాద్ లో కొండ ప్రాంతాల్లో మంచు కురుస్తోంది
SNOWFALL,te,వరంగల్ లో కొండ ప్రాంతాల్లో మంచు కురుస్తోంది
SNOWFALL,te,కొండల్లో మంచు కురిసింది
SNOWFALL,te,కొండల్లో మంచు కురిసింది
DROUGHT,te,విజయవాడ జిల్లాలో కరువు పరిస్థితి
DROUGHT,te,వర్షాలు లేక కరువు ఏర్పడింది
DROUGHT,te,విశాఖపట్నం జిల్లాలో కరువు పరిస్థితి
DROUGHT,te,వర్షాలు లేక కరువు ఏర్పడింది
DROUGHT,te,వర్షాలు లేక కరువు ఏర్పడింది
DROUGHT,te,వర్షాలు లేక కరువు ఏర్పడింది
DROUGHT,te,విశాఖపట్నం జిల్లాలో కరువు పరిస్థితి
DROUGHT,te,వరంగల్ జిల్లాలో కరువు పరిస్థితి
DROUGHT,te,వర్షాలు లేక కరువు ఏర్పడింది
DROUGHT,te,హైదరాబాద్ జిల్లాలో కరువు పరిస్థితి
DROUGHT,te,విశాఖపట్నం జిల్లాలో కరువు పరిస్థితి
DROUGHT,te,విజయవాడ జిల్లాలో కరువు పరిస్థితి
LANDSLIDE,te,కొండచరియలు విరగడంతో గ్రామ సంబంధాలు తెగిపోయాయి
LANDSLIDE,te,వరంగల్ సమీపంలో కొండచరియలు విరిగి రహదారి మూసుకుపోయింది
LANDSLIDE,te,వరంగల్ సమీపంలో కొండచరియలు విరిగి రహదారి మూసుకుపోయింది
LANDSLIDE,te,వరంగల్ సమీపంలో కొండచరియలు విరిగి రహదారి మూసుకుపోయింది
LANDSLIDE,te,వరంగల్ సమీపంలో కొండచరియలు విరిగి రహదారి మూసుకుపోయింది
LANDSLIDE,te,కొండచరియలు విరగడంతో గ్రామ సంబంధాలు తెగిపోయాయి
LANDSLIDE,te,కొండచరియలు విరగడంతో గ్రామ సంబంధాలు తెగిపోయాయి
LANDSLIDE,te,వరంగల్ సమీపంలో కొండచరియలు విరిగి రహదారి మూసుకుపోయింది
LANDSLIDE,te,కొండచరియలు విరగడంతో గ్రామ సంబంధాలు తెగిపోయాయి
LANDSLIDE,te,హైదరాబాద్ సమీపంలో కొండచరియలు విరిగి రహదారి మూసుకుపోయింది
LANDSLIDE,te,వరంగల్ సమీపంలో కొండచరియలు విరిగి రహదారి మూసుకుపోయింది
LANDSLIDE,te,కొండచరియలు విరగడంతో గ్రామ సంబంధాలు తెగిపోయాయి
WATERLOGGING,te,హైదరాబాద్ లో రోడ్లపై నీరు నిలిచి ఉంది
WATERLOGGING,te,వర్షం తర్వాత రోడ్లపై నీళ్లు నిలిచాయి
WATERLOGGING,te,వర్షం తర్వాత రోడ్లపై నీళ్లు నిలిచాయి
WATERLOGGING,te,విశాఖపట్నం లో రోడ్లపై నీరు నిలిచి ఉంది
WATERLOGGING,te,వర్షం తర్వాత రోడ్లపై నీళ్లు నిలిచాయి
WATERLOGGING,te,వర్షం తర్వాత రోడ్లపై నీళ్లు నిలిచాయి
WATERLOGGING,te,వర్షం తర్వాత రోడ్లపై నీళ్లు నిలిచాయి
WATERLOGGING,te,విశాఖపట్నం లో రోడ్లపై నీరు నిలిచి ఉంది
WATERLOGGING,te,వర్షం తర్వాత రోడ్లపై నీళ్లు నిలిచాయి
WATERLOGGING,te,వరంగల్ లో రోడ్లపై నీరు నిలిచి ఉంది
WATERLOGGING,te,విశాఖపట్నం లో రోడ్లపై నీరు నిలిచి ఉంది
WATERLOGGING,te,హైదరాబాద్ లో రోడ్లపై నీరు నిలిచి ఉంది
CLOUDBURST,te,మేఘ విస్ఫోటనం లాంటి వర్షంతో డ్రైన్లు పొంగిపోయాయి
CLOUDBURST,te,మేఘ విస్ఫోటనం లాంటి వర్షంతో డ్రైన్లు పొంగిపోయాయి
CLOUDBURST,te,విశాఖపట్నం లో మేఘ విస్ఫోటనం నష్టం
CLOUDBURST,te,మేఘ విస్ఫోటనం లాంటి వర్షంతో డ్రైన్లు పొంగిపోయాయి
CLOUDBURST,te,విజయవాడ లో మేఘ విస్ఫోటనం నష్టం
CLOUDBURST,te,హైదరాబాద్ లో మేఘ విస్ఫోటనం నష్టం
CLOUDBURST,te,వరంగల్ లో మేఘ విస్ఫోటనం నష్టం
CLOUDBURST,te,విశాఖపట్నం లో మేఘ విస్ఫోటనం నష్టం
CLOUDBURST,te,హైదరాబాద్ లో మేఘ విస్ఫోటనం నష్టం
CLOUDBURST,te,హైదరాబాద్ లో మేఘ విస్ఫోటనం నష్టం
CLOUDBURST,te,మేఘ విస్ఫోటనం లాంటి వర్షంతో డ్రైన్లు పొంగిపోయాయి
CLOUDBURST,te,హైదరాబాద్ లో మేఘ విస్ఫోటనం నష్టం
RAINFALL,mr,शहरात अधूनमधून पाऊस पडून रस्ते ओले आहेत
RAINFALL,mr,नाशिक मध्ये हल्का पाऊस सुरू आहे
RAINFALL,mr,मुंबई मध्ये हल्का पाऊस सुरू आहे
RAINFALL,mr,नाशिक मध्ये हल्का पाऊस सुरू आहे
RAINFALL,mr,शहरात अधूनमधून पाऊस पडून रस्ते ओले आहेत
RAINFALL,mr,शहरात अधूनमधून पाऊस पडून रस्ते ओले आहेत
RAINFALL,mr,शहरात अधूनमधून पाऊस पडून रस्ते ओले आहेत
RAINFALL,mr,शहरात अधूनमधून पाऊस पडून रस्ते ओले आहेत
RAINFALL,mr,औरंगाबाद मध्ये हल्का पाऊस सुरू आहे
RAINFALL,mr,शहरात अधूनमधून पाऊस पडून रस्ते ओले आहेत
RAINFALL,mr,नाशिक मध्ये हल्का पाऊस सुरू आहे
RAINFALL,mr,औरंगाबाद मध्ये हल्का पाऊस सुरू आहे
HEAVY_RAINFALL,mr,सतत पडणाऱ्या मुसळधार पावसाने नागरिक हैराण
HEAVY_RAINFALL,mr,सतत पडणाऱ्या मुसळधार पावसाने नागरिक हैराण
HEAVY_RAINFALL,mr,सतत पडणाऱ्या मुसळधार पावसाने नागरिक हैराण
HEAVY_RAINFALL,mr,सतत पडणाऱ्या मुसळधार पावसाने नागरिक हैराण
HEAVY_RAINFALL,mr,सतत पडणाऱ्या मुसळधार पावसाने नागरिक हैराण
HEAVY_RAINFALL,mr,नाशिक मध्ये मुसळधार पाऊस
HEAVY_RAINFALL,mr,सतत पडणाऱ्या मुसळधार पावसाने नागरिक हैराण
HEAVY_RAINFALL,mr,नागपूर मध्ये मुसळधार पाऊस
HEAVY_RAINFALL,mr,औरंगाबाद मध्ये मुसळधार पाऊस
HEAVY_RAINFALL,mr,नाशिक मध्ये मुसळधार पाऊस
HEAVY_RAINFALL,mr,सतत पडणाऱ्या मुसळधार पावसाने नागरिक हैराण
HEAVY_RAINFALL,mr,औरंगाबाद मध्ये मुसळधार पाऊस
FLOOD,mr,नागपूर च्या खालच्या भागात पूर आला
FLOOD,mr,नागपूर च्या खालच्या भागात पूर आला
FLOOD,mr,औरंगाबाद च्या खालच्या भागात पूर आला
FLOOD,mr,पूराचे पाणी सतत वाढत आहे
FLOOD,mr,मुंबई च्या खालच्या भागात पूर आला
FLOOD,mr,पूराचे पाणी सतत वाढत आहे
FLOOD,mr,मुंबई च्या खालच्या भागात पूर आला
FLOOD,mr,नाशिक च्या खालच्या भागात पूर आला
FLOOD,mr,औरंगाबाद च्या खालच्या भागात पूर आला
FLOOD,mr,नागपूर च्या खालच्या भागात पूर आला
FLOOD,mr,पूराचे पाणी सतत वाढत आहे
FLOOD,mr,पुणे च्या खालच्या भागात पूर आला
FLASH_FLOOD,mr,औरंगाबाद मध्ये अचानक आलेल्या पुराने थैमान घातले
FLASH_FLOOD,mr,नाशिक मध्ये अचानक आलेल्या पुराने थैमान घातले
FLASH_FLOOD,mr,औरंगाबाद मध्ये अचानक आलेल्या पुराने थैमान घातले
FLASH_FLOOD,mr,नाशिक मध्ये अचानक आलेल्या पुराने थैमान घातले
FLASH_FLOOD,mr,जोरदार पावसानंतर रस्त्यांवर अचानक पूर आला
FLASH_FLOOD,mr,जोरदार पावसानंतर रस्त्यांवर अचानक पूर आला
FLASH_FLOOD,mr,जोरदार पावसानंतर रस्त्यांवर अचानक पूर आला
FLASH_FLOOD,mr,जोरदार पावसानंतर रस्त्यांवर अचानक पूर आला
FLASH_FLOOD,mr,जोरदार पावसानंतर रस्त्यांवर अचानक पूर आला
FLASH_FLOOD,mr,औरंगाबाद मध्ये अचानक आलेल्या पुराने थैमान घातले
FLASH_FLOOD,mr,जोरदार पावसानंतर रस्त्यांवर अचानक पूर आला
FLASH_FLOOD,mr,जोरदार पावसानंतर रस्त्यांवर अचानक पूर आला
THUNDERSTORM,mr,गडगडाटासह जोरदार पाऊस झाला
THUNDERSTORM,mr,पुणे मध्ये मेघगर्जनेसह वादळ आले
THUNDERSTORM,mr,नागपूर मध्ये मेघगर्जनेसह वादळ आले
THUNDERSTORM,mr,गडगडाटासह जोरदार पाऊस झाला
THUNDERSTORM,mr,पुणे मध्ये मेघगर्जनेसह वादळ आले
THUNDERSTORM,mr,गडगडाटासह जोरदार पाऊस झाला
THUNDERSTORM,mr,गडगडाटासह जोरदार पाऊस झाला
THUNDERSTORM,mr,औरंगाबाद मध्ये मेघगर्जनेसह वादळ आले
THUNDERSTORM,mr,गडगडाटासह जोरदार पाऊस झाला
THUNDERSTORM,mr,गडगडाटासह जोरदार पाऊस झाला
THUNDERSTORM,mr,गडगडाटासह जोरदार पाऊस झाला
THUNDERSTORM,mr,गडगडाटासह जोरदार पाऊस झाला
LIGHTNING,mr,नाशिक मध्ये विजेच्या कडकडाटाच्या घटना
LIGHTNING,mr,आकाशात विजा चमकत राहिल्या
LIGHTNING,mr,नाशिक मध्ये विजेच्या कडकडाटाच्या घटना
LIGHTNING,mr,मुंबई मध्ये विजेच्या कडकडाटाच्या घटना
LIGHTNING,mr,मुंबई मध्ये विजेच्या कडकडाटाच्या घटना
LIGHTNING,mr,आकाशात विजा चमकत राहिल्या
LIGHTNING,mr,मुंबई मध्ये विजेच्या कडकडाटाच्या घटना
LIGHTNING,mr,मुंबई मध्ये विजेच्या कडकडाटाच्या घटना
LIGHTNING,mr,नाशिक मध्ये विजेच्या कडकडाटाच्या घटना
LIGHTNING,mr,आकाशात विजा चमकत राहिल्या
LIGHTNING,mr,नाशिक मध्ये विजेच्या कडकडाटाच्या घटना
LIGHTNING,mr,आकाशात विजा चमकत राहिल्या
CYCLONE,mr,चक्रीवादळ मुंबई किनाऱ्याजवळ पोहोचले
CYCLONE,mr,चक्रीवादळाचा इशारा देण्यात आला
CYCLONE,mr,चक्रीवादळ नाशिक किनाऱ्याजवळ पोहोचले
CYCLONE,mr,चक्रीवादळाचा इशारा देण्यात आला
CYCLONE,mr,चक्रीवादळाचा इशारा देण्यात आला
CYCLONE,mr,चक्रीवादळाचा इशारा देण्यात आला
CYCLONE,mr,चक्रीवादळ मुंबई किनाऱ्याजवळ पोहोचले
CYCLONE,mr,चक्रीवादळ पुणे किनाऱ्याजवळ पोहोचले
CYCLONE,mr,चक्रीवादळ नाशिक किनाऱ्याजवळ पोहोचले
CYCLONE,mr,चक्रीवादळाचा इशारा देण्यात आला
CYCLONE,mr,चक्रीवादळाचा इशारा देण्यात आला
CYCLONE,mr,चक्रीवादळ नागपूर किनाऱ्याजवळ पोहोचले
HEATWAVE,mr,कडकडीत उन्हाने नागरिक हैराण
HEATWAVE,mr,पुणे मध्ये उष्णतेची लाट
HEATWAVE,mr,कडकडीत उन्हाने नागरिक हैराण
HEATWAVE,mr,मुंबई मध्ये उष्णतेची लाट
HEATWAVE,mr,कडकडीत उन्हाने नागरिक हैराण
HEATWAVE,mr,कडकडीत उन्हाने नागरिक हैराण
HEATWAVE,mr,कडकडीत उन्हाने नागरिक हैराण
HEATWAVE,mr,पुणे मध्ये उष्णतेची लाट
HEATWAVE,mr,औरंगाबाद मध्ये उष्णतेची लाट
HEATWAVE,mr,कडकडीत उन्हाने नागरिक हैराण
HEATWAVE,mr,नाशिक मध्ये उष्णतेची लाट
HEATWAVE,mr,पुणे मध्ये उष्णतेची लाट
COLD_WAVE,mr,नाशिक मध्ये थंडीची लाट
COLD_WAVE,mr,कडाक्याच्या थंडीमुळे शाळा बंद राहिल्या
COLD_WAVE,mr,मुंबई मध्ये थंडीची लाट
COLD_WAVE,mr,कडाक्याच्या थंडीमुळे शाळा बंद राहिल्या
COLD_WAVE,mr,पुणे मध्ये थंडीची लाट
COLD_WAVE,mr,कडाक्याच्या थंडीमुळे शाळा बंद राहिल्या
COLD_WAVE,mr,नाशिक मध्ये थंडीची लाट
COLD_WAVE,mr,औरंगाबाद मध्ये थंडीची लाट
COLD_WAVE,mr,नागपूर मध्ये थंडीची लाट
COLD_WAVE,mr,नाशिक मध्ये थंडीची लाट
COLD_WAVE,mr,नाशिक मध्ये थंडीची लाट
COLD_WAVE,mr,कडाक्याच्या थंडीमुळे शाळा बंद राहिल्या
FOG,mr,धुक्यामुळे दृश्यमानता कमी झाली
FOG,mr,मुंबई मध्ये सकाळी धुके पडले
FOG,mr,धुक्यामुळे दृश्यमानता कमी झाली
FOG,mr,औरंगाबाद मध्ये सकाळी धुके पडले
FOG,mr,मुंबई मध्ये सकाळी धुके पडले
FOG,mr,धुक्यामुळे दृश्यमानता कमी झाली
FOG,mr,धुक्यामुळे दृश्यमानता कमी झाली
FOG,mr,नागपूर मध्ये सकाळी धुके पडले
FOG,mr,धुक्यामुळे दृश्यमानता कमी झाली
FOG,mr,नागपूर मध्ये सकाळी धुके पडले
FOG,mr,धुक्यामुळे दृश्यमानता कमी झाली
FOG,mr,नाशिक मध्ये सकाळी धुके पडले
DENSE_FOG,mr,दाट धुक्यामुळे विमानसेवा रद्द
DENSE_FOG,mr,दाट धुक्यामुळे विमानसेवा रद्द
DENSE_FOG,mr,"मुंबई मध्ये दाट धुके, दृश्यमानता जवळजवळ शून्य"
DENSE_FOG,mr,दाट धुक्यामुळे विमानसेवा रद्द
